,name,status
6263,أشيم أصيل عديل,1.0
14831,باركة فطين شادي,1.0
5314,ولاء عبدالسلام سهل,1.0
15506,هديل هنوف إكلقل,0.0
5096,لارا عبدالملك شفيق,1.0
26980,عبدالمنعم طبيب شيبان,0.0
9310,عكاشة راجي إياد,1.0
17917,منتهى ضنعم ليالي,0.0
15696,بجيد غئث مروى,0.0
12490,سلامة حجاج مهاب,1.0
6292,نضال رامز أمية,1.0
19145,ناصحة ملاد نهاد,0.0
17386,حصيف ساشد أسراه,0.0
11851,أغلب مدحة كميت,1.0
1180,جوري راغد عز,1.0
15189,عبيدة بلال أمان,1.0
26817,سداد عاكف راىية,0.0
21023,ميف لطيفة ساجع,0.0
17954,منذر ماريأ ئافع,0.0
2579,فاطمة وهاب راسم,1.0
14878,مزاحم نجدت حافظ,1.0
30691,جصدة رضوى إخلذص,0.0
5904,أخضر أمجد فيض,1.0
29317,بسيم راحيل نعيت,0.0
3173,عبدالرشيد نذير رعد,1.0
9096,غزيل نصير ضرام,1.0
9378,غيثة عقال فخر,1.0
1720,سديم داني عدي,1.0
9271,سلوى ثائب عاكف,1.0
8745,نداء عبدالرب بارح,1.0
16998,عزت غريمة ياسر,0.0
12497,حاتم سلومه حنشل,1.0
15381,داوود وليف منصور,1.0
7652,شيهانة رضوان نعمت,1.0
25057,رافقة امثياز ولهاصة,0.0
24021,عباس كسيم سانم,0.0
4954,لباب أمين عبدالكريم,1.0
6898,ناهية لطفي رافق,1.0
14,عباس ممدوح ماهر,1.0
25428,نمغ مةح راسخو,0.0
15092,ربيح وديع حارب,1.0
9517,سهل وليد عبدالعليم,1.0
24670,ززل جهاد فلوح,0.0
30434,ودلع عاتكة غانم,0.0
9935,هديل محبوب النشار,1.0
28334,عبدالجكيل شميلة عبدالعليم,0.0
15414,شاهد معطي شعيب,1.0
16552,أنغاض صبيح زبيدة,0.0
18507,شدثد وبع أطياف,0.0
6744,شروق بكر لبيد,1.0
934,مضاوي فهمي حارث,1.0
15366,قصي عقاب خلدون,1.0
6787,أزهار عبدالقيوم كهلان,1.0
1132,اجتهاد كنان راتب,1.0
10814,رفاعة باسق مغيرة,1.0
30795,داود سظا عبودة,0.0
10985,ساري أشرف معتوق,1.0
3740,مجيد رافي ظفير,1.0
6936,مسفر باشق فخري,1.0
13684,كاتيا جبر بندر,1.0
22042,عذبة رشآد اعتصار,0.0
6361,كاظم متعب فتيح,1.0
17062,فردوس ضيان عبدالبصير,0.0
23750,خولة مقتثي جبرة,0.0
6824,نوار عبدالوهاب زبير,1.0
4890,عابدة جواد عطا,1.0
19648,نبىل عوف فلوة,0.0
16942,روان دعهاء ريث,0.0
2791,تارا أرقم غنيم,1.0
30488,هنادي عيد بشيم,0.0
3205,ميساء ساهر جازم,1.0
9734,رافية منقذ رائض,1.0
4631,هواري تقي لماح,1.0
8058,سعود هبيرة مطاع,1.0
15380,سادن رافع ضيغم,1.0
12296,عاطف فادي أشقر,1.0
17255,منار رناعة ناهل,0.0
11247,عبير عبدالظاهر فتيح,1.0
15524,فتوح مارسيل مخاحم,0.0
6056,عبدالعليم عبدالحليم ضاوي,1.0
22668,معصوم دانية سدآن,0.0
7269,شموخ لمعي رباح,1.0
25750,شعبان ريتال خاظمة,0.0
5727,طيب إمام عماد,1.0
19349,اسلم سضان مشعل,0.0
28007,نهيان زهند بهيجة,0.0
1460,مرحب ظافر عمران,1.0
15901,رةاعي مخلص نشوى,0.0
28999,أعس عقيل فكان,0.0
23136,بدالحق رائف عبدالقادر,0.0
17591,عارف جيداء منصإ,0.0
21972,محمد ممدوحآ ربى,0.0
1216,رفعة شكور شاهد,1.0
17958,غيد عكلة وصاء,0.0
23807,عبدالحليم سعدطن عصمت,0.0
25944,شيماء آسماء مسلمة,0.0
16026,حاريا وهاب ديم,0.0
26871,صزينة هبة أنس,0.0
29378,عانض أشرى سيلين,0.0
28213,لؤلؤئ عزت بتول,0.0
9969,سداد شبيب صادر,1.0
7253,مغيثة أجاويد كامل,1.0
20567,زينة عوثد مسفر,0.0
28354,صيسون عمير خلؤ,0.0
3878,رجاء معين الدين عفان,1.0
24243,قمر عبدالرقيب نسرتن,0.0
30699,تركي ردا نعيم,0.0
8668,أغيد مصطفى عويس,1.0
16145,نوقل قتيبئ رفيق,0.0
27166,خديجة داني عذاري,0.0
18230,أبدالملك خطاب سليد,0.0
15802,دانشة أمال دانة,0.0
20044,مي عتضب أكثم,0.0
30647,نور هانئ خراد,0.0
13595,مها منيع ساعف,1.0
26781,ذياب صدوت عمار,0.0
14425,نوري عبدالبصير سلام,1.0
25597,رمزية جمجة جواد,0.0
7952,غادة عصمت بكري,1.0
22,جنا فارض كعب,1.0
24936,هادي عخدي ممر,0.0
25125,بلقيس سحيم مسيم,0.0
7250,غالي حاشد نصرت,1.0
30792,بيان شمح عبدالعظيم,0.0
11256,مرهفة عبدالظاهر بهجت,1.0
27030,حسناء دلال رضفق,0.0
1619,بادرة سهل جساس,1.0
5362,فنن كليب وليف,1.0
20107,تىسير لماح سادد,0.0
10799,همام خليل سميع,1.0
7177,ساجي سراج سادن,1.0
30015,غيد أوور نجذت,0.0
15283,ناصر بدر حاتم,1.0
6362,مرداس جدعان زهير,1.0
23388,عغب رولا سارا,0.0
2285,أيوب صهيب محمود,1.0
10896,صبيح سراج نواس,1.0
1566,أنيسة حمد مزهر,1.0
14555,صفا رشيق ركان,1.0
14427,ليالي إدريس عرفات,1.0
5145,عاطفة عبدالصمد محسن,1.0
20262,عبدالمجيد مكهرة ميادة,0.0
10474,بهيسة عبدالقيوم براء,1.0
20756,شاكر أجين أةيمة,0.0
31103,تمام مروان ندى,0.0
13648,رسيم هاجد صافي,1.0
306,رقية نجاد قتيبة,1.0
26708,إدريس فاظوق ورد,0.0
11793,إنعام أنس أشرم,1.0
25682,ليال ريان إطاس,0.0
21439,ساهر قائد عبدالرحيم,0.0
14699,شجن حسن سعد,1.0
20966,أسمر غنيم بشرس,0.0
2056,انتصار مارسيل شكري,1.0
24074,ذعار سلامه عررة,0.0
27182,دارين يمنى بدوان,0.0
19954,مقبل محمد نواف,0.0
21272,باتل جخى إدريس,0.0
7153,تمارة صدام مأمون,1.0
25891,خضة ظفيث مسعود,0.0
10856,رحمة أغيد مستور,1.0
1326,زيدون معطي فيصل,1.0
27391,نيفة عزطزة بارع,0.0
10032,منقذ جعفر محسن,1.0
7098,مرح فهيم البراء,1.0
14154,رقية أريب حماد,1.0
79,ساجع عفان سليم,1.0
12120,أمال حزم فياض,1.0
24245,زاخت سفيئن مرثد,0.0
2704,سادن مخلص جبر,1.0
24458,آبرى عاذض نضال,0.0
2695,عادل أنمار عبدالرزاق,1.0
1764,رغال مدلج خباب,1.0
20860,فتصن اختكار عازم,0.0
16571,ساها صباح براء,0.0
28839,شهاب فتحية بارع,0.0
13048,لبيد عنبر مطاع,1.0
13601,سعود صباح جعفر,1.0
30937,رزاخ مأمون زايد,0.0
7281,ليلى مفتاح عماد,1.0
10513,عماد مغيث لبيد,1.0
7749,آدم ربيع أغيد,1.0
3946,مزهر سنان فرحان,1.0
26155,عبداورحيم حمد روضة,0.0
162,جميلة خازن هريرة,1.0
30519,أرقم دعجاء ناجحي,0.0
19289,وجصان حكمت وليفة,0.0
29240,تولير عبدالقفدر خليفة,0.0
9178,لؤلؤة أيوب رغيب,1.0
546,ديمة فاضل تواب,1.0
7834,العابدين حزام ثروت,1.0
1170,عادل رحال دهيم,1.0
27634,دانية سذدون عدي,0.0
31388,ناصر عون ةلال,0.0
10422,الجوهرة حاتم عبدالظاهر,1.0
10131,أفنان أدغم رائف,1.0
1152,سويد هاشم نواس,1.0
27774,عرفة نادية ماحسيل,0.0
9395,رضوان سويد منعم,1.0
14313,عبدالرب ضيف بطاح,1.0
28138,توفوق مصلح ساهر,0.0
13956,عتابة صائن شجاع,1.0
18040,رقرن فيضي نحال,0.0
25640,عمارة رجيحض نورة,0.0
1603,ألفت ثنيان غنيم,1.0
11303,مروى غفار رمضان,1.0
6754,رسيمة ثائر عجرم,1.0
29784,إدزاك بكجي تميم,0.0
27071,خلود سعدة لبان,0.0
30868,لؤلؤة كرزوق رفاعة,0.0
26182,آاتبة باسلة شريفة,0.0
28000,أغهم ساجد مجتصم,0.0
31669,ميسون سمام معصومة,0.0
7825,ملحم فضيل ظاهر,1.0
29832,دغيى رضوع مؤيإ,0.0
13992,قسام غانم عون,1.0
27844,بادي تمارة ئهبة,0.0
22915,كرم سارح نوف,0.0
8186,علياء صقر عطا,1.0
2962,عزيز سامح حزام,1.0
15662,جعفر بسيم بىئقة,0.0
30794,أشطاف عدظ نشمي,0.0
30974,مهرر وارف سرور,0.0
26484,هائلش لاانة فتيحة,0.0
29434,فارض عبدالله بشيإة,0.0
1553,شاهرة نواس مرسي,1.0
19414,افءخار ياسر مشاري,0.0
5259,إسراء عدلي فخر,1.0
17571,هصير فردوخ هشام,0.0
1838,ناصف عبدالرؤوف بكار,1.0
15356,باسط بشير جنادة,1.0
26420,منذرة جدعان معنوق,0.0
7687,يعقوب معطي حمدان,1.0
9466,بازعة منهل مزن,1.0
26376,فصيحى أسد مصلح,0.0
25166,وزت زاار نبيهة,0.0
30276,فخر محموغ عائذة,0.0
23787,سكينة مزن مثيب,0.0
9535,لارا كلاب أيهم,1.0
5630,راسم رزق ذعار,1.0
10540,راما ثنيان عبدالحميد,1.0
14570,باسم خميس بكري,1.0
26329,طريفة بسئة غريب,0.0
2092,وائل شهاب زاكي,1.0
480,رقية يوسف عبدالواحد,1.0
7019,مسفرة فتاح كاظم,1.0
17151,طريف غزل نسةب,0.0
21942,خليفا هاني جامغ,0.0
22923,رائض ناجنة ياسمين,0.0
17520,ؤفعت وسن يلنشار,0.0
10842,افتكار رهيف مطاع,1.0
349,ود شادي وارف,1.0
14183,حارث فرناس غالي,1.0
16279,معاذ ييد صاعم,0.0
12890,عارف مأمون حاتم,1.0
31613,نسيب رحئض رغيد,0.0
14669,راشد أمين عزت,1.0
25699,ساطخ نهال معاد,0.0
5163,عقال بطرس عريب,1.0
19603,جبرة نوجا ماريا,0.0
28336,ليكن فتوح جمعة,0.0
10479,غانم معتضد عزب,1.0
7456,رنا طامح عبدالخالق,1.0
5341,سلوى بديع مرحب,1.0
27738,يعقوب زاكة ألطاف,0.0
1925,ريمة جمال حسني,1.0
28248,راكان فدتح هنوف,0.0
9949,أشرم جعفر لبيد,1.0
26052,رفاعة جعد ايدون,0.0
3963,نجلاء باهر مكين,1.0
8481,بكار عطاء أمين,1.0
9975,رند مزن غالي,1.0
979,سديم عبيدة غوث,1.0
29119,طيف ضاري حوا,0.0
8144,فهيم نادر عيسى,1.0
22143,إخلاص رآلا بسيم,0.0
4543,وتين شداد نصر,1.0
26327,نادمة أنغام شهاب,0.0
7999,مقبل مجدي مزاحم,1.0
16179,باتقة تائب بدرية,0.0
21615,بشر عىاف ربيع,0.0
19512,المد معتوق حغيم,0.0
28423,سامية إجلال أزور,0.0
27987,طامح ثراء وداء,0.0
9113,لميس سهيل عشير,1.0
9352,سعدون رأفت عميد,1.0
15838,خيهاب فهدة أيوب,0.0
29896,معتم جواهم أحلام,0.0
27526,سرجد سمعون بدر,0.0
14761,ناجحة جازم صباح,1.0
25787,مه آية رايض,0.0
29976,مفتاح زهير مهزوب,0.0
4620,إباء ربيع براء,1.0
31174,وارف ريماس يورية,0.0
4323,ريما فهيد فيضي,1.0
19137,شككر جرير عذاري,0.0
28898,محرز جمعة هنلء,0.0
28252,فهي كهمي هيفاء,0.0
23549,خوضة أثير باع,0.0
17618,عائشة اؤجوهرة وا,0.0
13691,نصار ناصر الدين نضير,1.0
30382,ليشى لانا صادح,0.0
30011,ءسعد بهيجة لبانز,0.0
26349,ربهام ساعي ثروت,0.0
6407,فادي شوكت كليب,1.0
17673,عبدالوهاب أسلم وريض,0.0
2356,معتصم وليف جرجس,1.0
463,مازن صلاح راكان,1.0
27314,مقك ميساء وسيمظ,0.0
29877,رشيق بشت عزنان,0.0
8031,خولة حسون ضيغم,1.0
6235,راسخة عرفات سيار,1.0
20321,تمعون رامي مرتجى,0.0
8126,لمى ظفار رشوان,1.0
2807,أشجان وليف أحنف,1.0
7352,عبدالودود لبيد سحيم,1.0
18342,عرفاه فياض أكمل,0.0
20774,ظفار ذصيانة رؤيق,0.0
2906,وليف منتظر عطاء,1.0
28709,وفمقة حكمت حيآة,0.0
12165,الخضر نسيب نصرة,1.0
10726,مثابة مطلب حنبل,1.0
29643,رولا صثود غفار,0.0
13119,جمانة نسيم هلال,1.0
21828,وليفة مئال سفيان,0.0
25489,جنا بندش تائب,0.0
5422,نوف نوح نجم,1.0
28911,عبدالحق ناشر عطضء,0.0
18439,عبدالحميد دانا أكرن,0.0
15340,عبدي شيبان صمد,1.0
717,مهدي عكلة ظاهر,1.0
7128,حياة مساعد أمجد,1.0
28557,ؤزور وسام ساطع,0.0
24878,ىورس طاهر وائل,0.0
26659,ريمة عوني مبارآ,0.0
12413,نوف أمية عازم,1.0
12592,إيثار نوح هاني,1.0
10473,تغلب بشر فهيد,1.0
2276,عمر أشهم شريح,1.0
3744,ساجد غانم بسام,1.0
5150,بكار هود ضياء,1.0
25476,دانية هاجر ؤائر,0.0
19522,لطفي عبدالدكيم ريماس,0.0
25317,عفاف ؤوح عشحر,0.0
7137,غناء رجاء مغيث,1.0
8972,فكرية هجرس حازم,1.0
1307,سداد أخزم تواب,1.0
363,عبير قداح أسلم,1.0
8185,مرشدي عبدالله معطي,1.0
11852,ألطاف زاهي صبيح,1.0
29284,حجاه صنزى فتيحة,0.0
24875,رقبال قاهر سقد,0.0
3361,منتظر مخلف خضر,1.0
5616,عبدالمطلب كاظم ساعف,1.0
11379,قابس يزيد أنس,1.0
29081,باذعة مجير راجح,0.0
12887,مارسيل أشرم باتل,1.0
24830,ضرام مطأوع ناصر,0.0
4297,ميلاد قيس سالم,1.0
8467,نذير عروة أخضر,1.0
11107,تولين عبدالرحيم صارم,1.0
8992,عبدالباسط سهل عبدالسلام,1.0
12233,ولاء فائز فاتح,1.0
1696,جبر مستور هشام,1.0
3278,فردوس زايد وليف,1.0
13882,عامر عاكف عبدالقيوم,1.0
6241,حاشد معين منيع,1.0
23646,قعقاع صبيح عمدالرؤوف,0.0
4503,طامحة مضر جدعان,1.0
26830,غناء شغاد حليمة,0.0
9320,عصام عيد مصباح,1.0
27553,تيسير فرظوس فتح,0.0
25717,ملحم داول إسحاق,0.0
27342,رفيق مأين عز,0.0
2114,وتين عتابة نايف,1.0
9971,مبارك كميت عبداللطيف,1.0
22771,رزان عزجز شمال,0.0
27042,معإوم فتحية ابوهال,0.0
23918,رسيمة بهتء إنعام,0.0
25189,أريام أرقم صمؤ,0.0
11024,غازي فهيد هادي,1.0
21047,اعمد محجن آدعان,0.0
22242,خينة ضياء رامي,0.0
20946,نعيان ضر عبرة,0.0
4541,راغد نسيم قاسم,1.0
2418,خلف زاهد ذياب,1.0
15341,مرتجى معتضد فخري,1.0
21411,جخا جازم فيحي,0.0
18242,جويرية داوود سارخ,0.0
19891,سامية إصلاح ميظ,0.0
25102,ضاوي عائدة نجيذة,0.0
23572,جيبان حكمت إمطم,0.0
23244,ذصيل مهخب خزنة,0.0
25735,آمر فارض كنزى,0.0
14868,أشهب عبدالهادي عائض,1.0
11858,غزوان رشاد صباح,1.0
9337,مطيع عبدالهادي بسام,1.0
25199,منعم راجي وكد,0.0
26333,خلزفة عدنان عبدالوهاب,0.0
3124,صاعد نظمي شهاب,1.0
2986,بديع عايض سعد,1.0
8379,بكر سلومه أشرم,1.0
8558,كليب أكرم عبده,1.0
4169,غريبة ميمون غزوان,1.0
8872,ناهض تامر جودت,1.0
21618,لجغن فارض فاطمة,0.0
16719,ظودة جبلة مجيب,0.0
7672,سميحة مكتوم أشيم,1.0
7888,زبيدة معتضد عبدالرب,1.0
30514,منصفة قيس شرءق,0.0
26475,غصون خاني عفيا,0.0
23299,نجدت رنيم جوثرية,0.0
21536,ماضي عوني ؤنبهاج,0.0
22141,ضيوء ندية رسول,0.0
17776,زةاد عبدالحق عراب,0.0
18010,أرجهان هيام عجرم,0.0
22367,ذباب بحمد رمضان,0.0
25618,ماهرة غفار عليام,0.0
22732,باسل دلجل لؤي,0.0
5707,أغلب إبراهيم بسيم,1.0
20373,ؤهال إسحاق عبدالجميل,0.0
5196,الحبيب الحبيب مخلف,1.0
27084,عائد مضر أغهب,0.0
15296,مسفر دغيم شاكر,1.0
27153,أمل كاظمأ مجقد,0.0
20792,سكينة بميغة مجيي,0.0
2076,بشارة مدحت نصار,1.0
14922,قادر هبيرة سهيل,1.0
7772,حورية عبدالباسط أغلب,1.0
9356,لباب منصور معد,1.0
28633,امتياز عبدالعالق خضر,0.0
22565,مجدي شحل همام,0.0
1907,ساجي حجاب مؤيد,1.0
31651,إجلول سلمى عبدالرحيم,0.0
21561,فرهات جرير كاملة,0.0
271,غانم لطيف نصيف,1.0
19970,مارسزل نعمة ريفان,0.0
17026,منار عالة خليل,0.0
8321,شموخ سميح ناصف,1.0
18289,ميكاء عبدس جزنة,0.0
16311,شادن الجظهرة مزهر,0.0
17451,الجوري رخاء ظرهر,0.0
10059,لمى شاهد صلاح الدين,1.0
15531,سلوى معاد شعذب,0.0
10678,هديل مشاري محجن,1.0
7043,حافظ علوان حاتم,1.0
6406,أطياف عصمت عروة,1.0
122,إخلاص أوس قدري,1.0
31410,عبدالرشيد تكمل عميد,0.0
21185,صفية سلااة مؤمونة,0.0
26946,شكرية عبدالشزاق منصفر,0.0
1673,أنهار قتادة كميت,1.0
22082,مجيد مجاهد دينا,0.0
23139,سدرة مقبل جميذة,0.0
14565,غضنفر باشق أديب,1.0
19942,ريمة لميأء آيات,0.0
26879,مجشد سئل ريحانة,0.0
24568,تذاب دعيج العابضين,0.0
15413,وفيقة حجاج نوري,1.0
16706,سعؤد قتيبة زبيؤة,0.0
14650,أشيم رسيم بدر,1.0
9260,فرحان كاسر ناصف,1.0
15682,دصام معاأ غافر,0.0
54,رشاد عوف أدغم,1.0
2796,لطفية فتاح نافع,1.0
18765,طاهر مصبإح عياش,0.0
28146,ابشراف محمود أسماء,0.0
4037,راتبة فياض عمرو,1.0
24058,بثينة أثير زاسلة,0.0
29089,متعب محسن دفا,0.0
28333,أنهار فاةية رامز,0.0
21754,صأيح عبدي المقنى,0.0
25004,ؤقر مروى تركي,0.0
5584,عائد مزهر شاهر,1.0
7880,عهود قتادة بطاح,1.0
20226,زهد محرز سعيد,0.0
24198,جوسرية رخاء نجلاء,0.0
18006,غضال أسراغ وشام,0.0
23600,ساكي عزيز ختام,0.0
15441,عقلة مطاع فهد,1.0
16085,خاتمظ نمر أأير,0.0
21722,أريام نائى سطام,0.0
26742,ثراء نجيبة منئف,0.0
24123,عمير أحمد رغدب,0.0
13946,معتضد إياس خليل,1.0
21527,باتؤ بديعة آعد,0.0
7812,أحلام أحنف بسيم,1.0
18985,مديد روية فتون,0.0
18407,وفيقة أكثئ هائل,0.0
10124,زهراء سويد معين الدين,1.0
3346,عفاف تغلب طلعت,1.0
20564,بكري كنان عوز,0.0
3671,جوان شافي همام,1.0
636,لطفي مقتدي رزق,1.0
7111,وليف قائد سامح,1.0
12389,سهام طامح عقال,1.0
2733,مصلحة رائض عجاج,1.0
29104,عؤيم غريب ذكين,0.0
19707,عصمت الخضر عبذدة,0.0
9888,اسلم رؤوف سمير,1.0
11316,رفعت أهيم مصعب,1.0
22298,أدهم كدراك عذاري,0.0
10904,سؤدد محمد هشام,1.0
22067,مرهفة ذزية مخلص,0.0
8206,رامة عبادة لؤي,1.0
17766,انةصار مأاوي عخبد,0.0
16266,نواف زاهر نالح,0.0
30285,غريبر فخري عبدافخالق,0.0
9315,عادل نجم الدين مجير,1.0
3623,عهود خضر حميد,1.0
9285,بسيم صاعد ناصيف,1.0
30940,رفيف غلكب قصو,0.0
17959,وضحى عباس حمآان,0.0
29217,شجون وغن أسمر,0.0
10658,توفيق عطاء أمية,1.0
24580,نائل سهامة عياش,0.0
18405,عبدالملل ميادة ناإد,0.0
22495,رهام تراد فتاح,0.0
10106,حواس عوف ناشئ,1.0
20985,مخلف فهتي حصة,0.0
10749,صفوان مضر عدنان,1.0
14954,هائلة عبيدة زين,1.0
24994,صاعن كليب شاهر,0.0
815,حامد خازن نبيل,1.0
2818,وديع ناظم عوني,1.0
22038,فادية هيثم ثغال,0.0
13699,غياث محرز سامح,1.0
8050,سؤدد ظاهر عائض,1.0
16562,مثأبة سمئان خاتؤ,0.0
31571,مكيد أسارير ذهند,0.0
22415,بانم مظفر ملحم,0.0
7945,مالك راسم حمدون,1.0
18240,مستور عبدالرؤوف عجىج,0.0
23747,غيد عمىر قطس,0.0
21238,غيداء مظفر ساندة,0.0
21147,إسماعيل كلاب أمإ,0.0
2336,جمعان فتحي نواف,1.0
16763,نليم رؤوف أجيد,0.0
16104,سهام نافع رشورن,0.0
7155,مطاعة ضيف أمين,1.0
21232,سهل سالم مامع,0.0
11200,غنيم عائض نبيه,1.0
449,فكري صاعد بشر,1.0
25899,طموح رحمة عبدالمطلب,0.0
10465,بندر جاسم عكلة,1.0
680,مريم مدحة بشير,1.0
19711,بسمن ساعف وحيد,0.0
18781,ساري ىيصل عهى,0.0
25895,فضل حقيد نجاد,0.0
26031,دمر خلور نضير,0.0
28235,نعت بتمة زينب,0.0
6330,محيا حزام مدحة,1.0
19175,إياد شريفة جبيح,0.0
18432,غصون دعجاء ثزاب,0.0
29195,انتظار قاهر مرحي,0.0
14423,منعم أمية ركان,1.0
16880,مهيبب مروة ريحانة,0.0
15327,خلود سارح عكلة,1.0
27577,حازك نادية حواه,0.0
15624,جميل أآامة شوق,0.0
6141,تماني مغوار ميثم,1.0
855,حنيفة ساهد ناهي,1.0
29274,ناه ألطهف رلمة,0.0
10664,ميثم رائض مدحة,1.0
5262,حياة وديع صهيب,1.0
17781,أحنف منى أريء,0.0
5060,رنا فاروق عبدالبصير,1.0
10112,يمنى حاشد مسفر,1.0
29169,حجاب مجمبة صبيح,0.0
23338,مستور جعفم طلامة,0.0
10198,خميس جرجس سرمد,1.0
17696,ذجود بشار بلال,0.0
17991,نعمة باركة عبأالرزاق,0.0
5397,صفاء فضل عبدالوهاب,1.0
11498,سلطانة ذياب جليل,1.0
4621,دانيا منهل فرحان,1.0
24691,هاخر زكريا أمنية,0.0
16628,معطي مصباح طحنف,0.0
8955,صلاح نشمي قيس,1.0
30095,أمايي سبيعة نجمد,0.0
12132,أمامة فهيد ساري,1.0
15793,فوصاف جنط أمين,0.0
15871,منتظر نصار ذاكض,0.0
12768,ماضي ذياب مرشدي,1.0
27872,إالد رغال الخضر,0.0
29496,أدعغ عبدالمنان يسرا,0.0
13020,كندة زاخر منهل,1.0
11415,شاكرة أشرف ميثم,1.0
17974,نإرهان عبدالمجيد أدهم,0.0
29041,حمد بسيمة سلام,0.0
27829,ثرشء افتخار سطام,0.0
1757,أسارير مطاع هزاع,1.0
10341,أسيل سيد فالح,1.0
18840,أغلب هفير العابدين,0.0
12591,شجاع مسلمة فخري,1.0
16638,الضنود مجدي هرئل,0.0
26463,نجلاء قتيحة درغام,0.0
8697,سعيدة نصر بارع,1.0
11061,أوس مساعد ضيف,1.0
2037,رزان عابد فارع,1.0
6217,أشيم خباب أمين,1.0
16083,صاعد طنيفة فيض,0.0
9636,موهبة ثابت عبدالقادر,1.0
5056,إحسان مهند عبدالعظيم,1.0
27228,همد ذفية سدين,0.0
1659,بديعة زيدون عاكف,1.0
11803,رباح حارب مسيب,1.0
14392,عبدالمنعم تغلب منهل,1.0
31468,ديم سميفة مهيب,0.0
24831,ملحم كريمة بوهبة,0.0
16802,أكثم ممعل مزاحم,0.0
12286,عيضة فكري مناف,1.0
9604,رجب صقر شهيد,1.0
11467,صمصام رافي رافع,1.0
23969,باهؤ جبران خالص,0.0
23686,لهيفر وجدا ضنوف,0.0
25390,مكلة أفراح أمين,0.0
21917,ملحم ألفت أومر,0.0
1847,فهيد جابر معاوية,1.0
25481,ننظم ىميت سمية,0.0
903,بيان صباح نوار,1.0
1305,سحيم محسن خباب,1.0
7323,شاهد مناع قابس,1.0
1313,مطاوع أغلب ساجر,1.0
10356,مثابة عبدالحق حاتم,1.0
25868,أارع ثائر أرام,0.0
4102,عازم مرزوق هانئ,1.0
13380,لمى عبدالباسط سعود,1.0
6445,خزنة عبدالجميل حمدون,1.0
19067,أيوب هاجد حوف,0.0
24347,طامح هوارح بثينة,0.0
18222,بلال عىيزة سارة,0.0
17171,يكية مجير جندل,0.0
16591,زهية مثسون معطية,0.0
20678,هوادي رافق أمير,0.0
12503,أحلام أبلج نجم,1.0
1604,إعزاز آدم غسان,1.0
390,نذير فتيح معين,1.0
15509,أعدة نسيب عديل,0.0
31382,أنسام تعتدال قداح,0.0
23642,خديجة شاهفة جبلة,0.0
12967,كليم عريب شفيع,1.0
3826,بارعة صلاح هاشم,1.0
4185,خولة عقيل بادي,1.0
12434,كاسر فارض عبدالجبار,1.0
18462,عبدالملك نجاة باذلة,0.0
2422,ناصف كاظم سلامه,1.0
26492,منذرط سلمة شعبان,0.0
29325,مطلق عبدالحي نهيم,0.0
13504,منيرة نديم رسمي,1.0
9508,صباح أوس ثروت,1.0
24250,رنيم طعيف جميل,0.0
27154,سعد زدثر عائدة,0.0
3119,براء ذياب منيب,1.0
6672,روان عجاج أديب,1.0
12431,ناهض لبيد عابد,1.0
24863,إحسان إعزجز مغواس,0.0
23674,معفد محبوب نجلاء,0.0
40,ريما فهمي جبل,1.0
17873,راغد مثام سهام,0.0
18103,سمعون تيسأر مزىحم,0.0
2609,نادية عاطف ضيف,1.0
17363,دلياء ذنيا ناصحة,0.0
2673,غازي أصيل شديد,1.0
7798,رولا عمار عدي,1.0
27179,غفار مدوان وتون,0.0
6110,رغيد عفان رفاعي,1.0
5206,حارب سهل فياض,1.0
24666,إباء هاهد ازدهار,0.0
23832,مرام غاسلة شيماء,0.0
16397,أسامة ازعل عدنان,0.0
29230,عبدالبصير غيد أمامة,0.0
12175,مهيب خازن ربحي,1.0
12984,فنن جلال ساهد,1.0
4355,وليد عبدالحق عبدالسلام,1.0
2246,غزوان مغيرة فتح,1.0
3389,عبدالفتاح توفيق ستار,1.0
3523,شادن رمزي جليل,1.0
9757,وحيد عنتر عثمان,1.0
25730,تافب عىدالرشيد مرهفة,0.0
11041,أحنف زاكي رائف,1.0
16449,نصيف نافع فغضل,0.0
18498,إحسان ةمل راغد,0.0
2406,مرداس جندل مؤيد,1.0
11472,غالي فيضي عايض,1.0
15737,فحد عاتكة هبة,0.0
21235,ظبيط مهيج كميت,0.0
3163,لينا حنشل حنظلة,1.0
13244,مجير رمزي تليد,1.0
22837,سمر عفيف أبدالحليم,0.0
2997,عقبة سحيم أنمار,1.0
21425,اقخضر أبان كلزب,0.0
14198,رنا معتصم غزوان,1.0
9861,رؤوف شبيب زاهي,1.0
31618,إريام ريائ ااطفة,0.0
13067,ابتهاج جمعة شمس الدين,1.0
26874,إنصاف نئار أزهار,0.0
21698,تينير فكري نبال,0.0
30336,ئهلة نوري مجاهد,0.0
23460,عزيز بارظ فيضي,0.0
20935,وميض جيهان زبدالجبار,0.0
1438,حميد زياد أوس,1.0
6300,ابراهيم شريح سميع,1.0
27802,صدام أمجاد كريم,0.0
25005,خزعل سلعمه عبدائمجيد,0.0
22357,صفية أثيخ عائشة,0.0
16467,انة يوس راقية,0.0
17646,ريمي ابراهيم فصيحة,0.0
14227,لبيد مخلف مرتضى,1.0
29527,غمث شاهدة أغيد,0.0
30523,وميض ساجة رامز,0.0
8358,سهام جابر ضاري,1.0
2737,هواري أنمار عبدالرب,1.0
27186,عيود ناشر معلوف,0.0
28455,عبىربه فيضي معى,0.0
29776,آلاء عدلي مياده,0.0
